country,year,region,gdp_growth,broadband,mobile,internet_use,gross_capital,trade_gdp,school_enroll,pop_growth,urban_pop,rule_of_law,fdi,inflation
Aruba,2009,Latin America & Caribbean,-12.2749362798142,18.9851,129.26,58,29.6421797785745,137.556575933708,99.1602172851562,0.678450763317743,43.421,1.42620670795441,-0.41563759901472,-2.13542872046934
Aruba,2010,Latin America & Caribbean,-2.95695264975568,19.1951,131.65,62,28.2831797071863,135.464654677581,98.2207412719727,0.230041095930877,43.059,1.41611361503601,7.61167220218675,2.07814071860783
Aruba,2011,Latin America & Caribbean,2.61052505937265,18.237,107.6515,69,27.4166371579459,154.437786862887,96.633918762207,0.736689418341162,42.94,1.3224583864212,18.5057800383246,4.31629742195208
Aruba,2012,Latin America & Caribbean,-2.4846479774957,18.237,132.661,74,23.5225068320821,156.645197205944,108.976188659668,1.46978228958006,42.957,1.30978834629059,-12.0331802180755,0.627471992893336
Aruba,2013,Latin America & Caribbean,4.85527943148365,18.7211,135.338,78.9,23.8258550178984,161.891280319633,99.5355529785156,1.49203139661921,42.99,1.29263317584991,9.97445509242152,-2.37206524252255
Aruba,2014,Latin America & Caribbean,-2.62961535972701,18.5735,135.142,83.78,23.1114610175592,162.88205210123,99.5355529785156,1.06551209965487,43.041,1.0364248752594,7.46525460335849,0.421440918881169
Aruba,2015,Latin America & Caribbean,-1.63575344980413,18.237,135.337,88.6612,21.5389195724266,145.833663297637,99.5355529785156,1.02370103122312,43.108,1.22713792324066,-0.907264204095971,0.474763597342611
Australia,1995,East Asia & Pacific,2.73533229601546,24.333,12.45348067,2.76,25.9939578014141,37.7040452075846,159.110763549805,1.11373422085118,84.898,1.75771832466125,3.60404663129621,4.62776659959759
Australia,1996,East Asia & Pacific,2.61075293623199,24.333,21.90881813,3.28,24.788598197625902,38.2330533547335,159.110763549805,1.21385498322201,84.767,1.71339905261993,1.13717323478277,2.61538461538461
Australia,1997,East Asia & Pacific,2.79492575571827,24.333,24.86658247,16.4,24.8558828020443,37.9808322779409,159.110763549805,1.0820399195962,84.636,1.75771832466125,1.85658353264166,0.224887556221889
Australia,1998,East Asia & Pacific,3.62518181751807,24.333,26.4384907,30.8,25.6440499626638,39.9927024641912,159.110763549805,0.996734717801419,84.503,1.7568027973175,1.90095000193573,0.860134629768138
Australia,1999,East Asia & Pacific,3.8849685552909,24.333,33.58883185,40.8,26.1458941440029,39.0297954188357,159.110763549805,1.09397580294231,84.37,1.75771832466125,0.567408043229212,1.48312940304041
Australia,2000,East Asia & Pacific,2.73892956618373,24.333,44.7511,46.756100000000004,26.2504640290701,40.9352109785505,159.110763549805,1.14447285147721,84.235,1.72206687927246,3.57859921888914,4.45743514797223
Australia,2001,East Asia & Pacific,0.723509653715439,0.63412,57.4839,52.6893,23.3930636328424,44.2187044989977,159.110763549805,1.28396809127349,84.1,1.75771832466125,2.82305214676613,4.40713536201469
Australia,2002,East Asia & Pacific,2.80347962904044,1.31715,64.6582,67.725,24.4074263067027,41.4490922022193,159.110763549805,1.1375387361946,84.222,1.76704657077789,3.70306730541186,2.98157453936348
Australia,2003,East Asia & Pacific,1.91181254513451,2.60754,72.3885,67.725,25.9369848139976,40.2015669125448,159.110763549805,1.15019273319182,84.343,1.84277212619781,1.92099536209977,2.73259596616786
Australia,2004,East Asia & Pacific,3.1158569222052,5.04822,82.2081,67.725,27.0636473789158,37.0096135930442,159.110763549805,1.06919812205752,84.463,1.79539239406586,6.9807168533431,2.34325522482584
Australia,2005,East Asia & Pacific,1.90609317064833,9.93373,90.7636,63,27.4568260355592,39.1607469727979,159.110763549805,1.21729073052406,84.582,1.71280241012573,-3.60692792508376,2.6918316831683202
Australia,2006,East Asia & Pacific,1.37802725495408,18.9407,95.9663,66,27.5048144980167,41.5594471705758,159.110763549805,1.34945083098893,84.7,1.75673854351044,4.08209296205438,3.55528773727026
Australia,2007,East Asia & Pacific,1.89663870701868,24.333,101.458,69.45,27.5019903160907,42.0080200326348,159.110763549805,1.82499679529254,84.822,1.74388742446899,5.19771793687634,2.32761128891475
Australia,2008,East Asia & Pacific,1.53115006701066,24.8706,103.507,71.67,28.6033151100897,42.8467764017331,159.110763549805,2.00391140524272,84.943,1.75908350944519,4.2770159784301,4.35029854990048
Australia,2009,East Asia & Pacific,-0.185790579384147,23.9682,101.914,74.25,27.3643396718515,45.7408630288694,159.110763549805,2.06083316277243,85.063,1.73300874233246,3.11521892910031,1.77111716621253
Australia,2010,East Asia & Pacific,0.642043486475501,24.8853,101.619,76,26.7843369965392,40.5215889941287,159.110763549805,1.55570626204128,85.182,1.75771832466125,3.0948394339821,2.91834002677376
Australia,2011,East Asia & Pacific,0.993946506952952,24.6978,105.824,79.4877,26.4641090007536,41.851132029052,159.110763549805,1.38952731561803,85.3,1.73315370082855,4.68881515477357,3.30385015608741
Australia,2012,East Asia & Pacific,2.11825529215481,25.0956,106.5,79,27.7160970136026,43.1642964994556,159.110763549805,1.74582000067359,85.402,1.75977957248688,3.72019933653419,1.76278015613196
Australia,2013,East Asia & Pacific,0.851364693358519,25.7399,107.332,83.4535,27.873484896287,41.2728790174276,159.110763549805,1.721151439989,85.502,1.77010083198547,3.45392766613525,2.44988864142539
Australia,2014,East Asia & Pacific,1.07636325622693,27.7001,106.206,84,26.7273294554667,42.4840230270994,159.110763549805,1.49156648912847,85.602,1.91863083839417,4.30470664387579,2.48792270531401
Australia,2015,East Asia & Pacific,0.729964314626955,28.5118,107.608,84.5605,26.2736236773973,41.6639319280984,159.110763549805,1.43921665259925,85.701,1.79032063484192,3.47020901785018,1.5083667216592
Austria,1995,Europe & Central Asia,2.51091305108029,19.5493,4.825981063,1.89,27.1040016269491,68.5250057529972,100.11742782592799,0.153106260702748,61.596,1.83409059047699,0.760156006172297,2.24336631500905
Austria,1996,Europe & Central Asia,2.07784870159793,19.5493,7.523308814,6.91,26.4922454602716,70.4693162982812,100.11742782592799,0.135019833748789,61.32,1.80815303325653,1.83236524365315,1.86097115760432
Austria,1997,Europe & Central Asia,2.03015241563726,19.5493,14.5561248,9.53,26.3834218161954,75.2444760305554,100.11742782592799,0.113316608322994,61.045,1.83409059047699,1.26058669809025,1.30597857227693
Austria,1998,Europe & Central Asia,3.3793812628262,19.5493,28.74798987,15.4,26.2499845729946,77.3495216604118,100.11742782592799,0.109728368100981,60.768,1.80328798294067,2.1061851136777,0.922467196680793
Austria,1999,Europe & Central Asia,3.56023814714031,0.636936618,53.18724835,23,26.2733169274141,78.5629329772961,100.11742782592799,0.194563153264961,60.491,1.83409059047699,1.37439937408037,0.568993765885571
Austria,2000,Europe & Central Asia,2.94168464206538,2.37741,76.3391,33.7301,25.9400787116929,85.8426077336549,98.6123428344727,0.240466652446524,60.213,1.81233263015747,4.33323688730786,2.34486285357281
Austria,2001,Europe & Central Asia,0.929888060915275,3.98646,81.3331,39.1855,25.4261245518381,87.9962567186047,98.8608627319336,0.382799394483217,59.934,1.83409059047699,2.89572243102078,2.65000077279529
Austria,2002,Europe & Central Asia,0.986311683800295,5.58055,83.3495,36.56,23.7779667439374,87.5844937054619,98.9512710571289,0.49198046425522,59.655,1.85791265964508,0.0650010498093938,1.81035787764127
Austria,2003,Europe & Central Asia,0.650068295894712,7.39911,89.5526,42.7,24.4562050749722,86.8822263228608,99.3974533081055,0.487133894826838,59.375,1.84791743755341,2.37557550248335,1.35555370896452
Austria,2004,Europe & Central Asia,1.93089688878541,10.6442,97.7795,54.28,24.2036725711211,91.4742201880009,99.2856369018555,0.620413127334181,59.094,1.81666433811188,1.0640170021225,2.06120618032862
Austria,2005,Europe & Central Asia,1.62565909591297,14.2663,105.296,58,23.9653234755669,94.6747547827805,100.199432373047,0.681267248299787,58.813,1.84724950790405,25.8307026071969,2.29913785639286
