Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,40.1386989518314,44.4117820054663,44.7293780649181,47.1306266993222,49.8954184095195,61.6092610436407,64.2474462587009,65.9914650336802,64.8232150960777,65.0379383187697,69.1162926602322,72.2019089483674,79.9119008919954,75.2485472798728,73.3213575646169,75.5325329687378,80.6989985298954,76.9683583166821,75.7506185619748,75.0212023084129,71.2794476606014
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,74.5389175415039,77.751823425293,78.9801864624023,82.9714279174805,84.3257675170898,86.2188568115234,87.8338394165039,89.3157196044922,93.6818237304688,95.4705276489258,97.6086120605469,102.903209514161,103.321377531566,102.440729325166
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.617703658436963,-0.62151139901728,-0.625430096900055,-0.629334392525913,-0.63335227398725,-0.637356833943492,-0.93847042771206,-0.299876697084691,-0.374149169291299,-0.417931377925999,-0.511790116421897,-0.630911244851673,-0.75571875541991,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.911,39.473,40.035,40.601,41.169,41.741,42.435,43.501,44.573,45.651,46.731,47.815,48.902,49.991,51.076,52.163,53.247,54.33,55.387,56.423,57.434
Albania,ALB,Rule of Law: Estimate,RL.EST,..,-0.684481799602509,..,-0.929671704769135,..,-1.02066767215729,..,-0.762321412563324,-0.716323494911194,-0.701032340526581,-0.763833165168762,-0.703135848045349,-0.661545991897583,-0.600079298019409,-0.49437016248703,-0.385760486125946,-0.442926466464996,-0.519839763641357,-0.518828868865967,-0.311199098825455,-0.31968680024147
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.40956158210409,2.78560468452093,2.07092049927343,1.73091617857629,1.25458994529204,3.9893207113692,5.10708868615592,2.99003115858884,3.06868730168473,4.60782278585291,3.17899814544722,3.55321913781567,5.86740351847628,9.40665320050491,10.9068201480963,9.01744998049889,8.08329285826067,7.49597513325321,9.80035898039468,8.64846635716115,8.62740636982337
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,3.32087090389265,2.2669220945083,3.62604695579816,3.42912324722166,2.03159268395297,1.93762080205226,1.62586504402611,1.89617402592365
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.67474517206692,2.08184989450046,-0.767068614422456,3.43950503955708,1.77694241787516,2.35726435010288,1.59517814379704,4.00705031536965,5.09333212662064,3.05086148235007,3.86890214242119,1.32618894855368,1.39346833661227,0.652527943948144,-0.72042057547074,2.77921908194712,1.00399237129356,0.379563284418055,0.548743629610698,2.00005200987388,1.09962061859601
Algeria,DZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,0.0559426,0.110334,0.407741,0.505599,0.839555,1.393,2.30485,2.487,2.65762,3.06737,3.3321,4.08032,5.6706
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.016472352,0.040366216,0.059031014,0.060151043,0.237262911,0.278282,0.31917,1.41805,4.49694,14.9637,41.2614,62.4502,80.6177,77.6388,92.2215,90.5824,96.5113,99.6853,102.871,110.44,108.016
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.00177,0.00174,0.0103,0.0202,0.2,0.491706,0.646114,1.59164,2.19536,4.63448,5.84394,7.37598,9.45119,10.18,11.23,12.5,14.9,18.2,22.5,29.5,38.2
Algeria,DZA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,30.9085562401555,25.6784142626908,22.4469725267253,27.1484816562939,26.2476846690659,23.5639069007647,29.4025185679593,32.422149775997,32.0808213874135,32.8514476424712,31.175075513314,30.3621197641824,33.5715459915764,35.5369334164485,46.0669131037696,43.2868274827225,39.7538222142123,40.2823786992933,44.5820108403061,46.8984793363791,51.779612559441
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,55.1910052081435,53.7051478767794,52.2439115059386,45.0944505585079,50.9291093379713,62.8583436360347,54.5296491177208,56.5896052814114,57.7691353044878,61.3579975707176,66.8404602203906,65.9152919677621,67.5454733939763,71.0284922505261,64.2847547238993,63.4912159928425,62.2200899610479,60.7576393340605,59.151008157244,56.9235419669867,53.2046225904145
Algeria,DZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,59.5076599121094,58.9312896728516,58.7424392700195,..,64.7455978393555,64.5954208374023,68.763298034668,72.5830688476562,75.4358673095703,79.6298599243164,81.8563690185547,83.4811935424805,73.517822265625,80.2311401367188,96.3929595947266,100.739776611328,103.184272766113,..,..,..,..
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2.06869750539347,1.95770195001196,1.86401965879386,1.59253627896162,1.3885288478211,1.3996685583388,1.37329134127777,1.33039477696898,1.32961524189621,1.39644042529783,1.46330884553002,1.54127363754195,1.6690716779345,1.81885306168943,1.91588522187232,1.9470588317966,1.9568943735315,1.99280790148967,2.01953115835273,2.03786524232338,2.05624795728459
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.997,56.774,57.544,58.313,59.118,59.919,60.712,61.501,62.284,63.061,63.83,64.593,65.348,66.097,66.826,67.54,68.236,68.915,69.576,70.221,70.848
Algeria,DZA,Rule of Law: Estimate,RL.EST,..,-1.21819484233856,..,-1.19836211204529,..,-1.24584436416626,..,-0.636733174324036,-0.605380773544312,-0.616287350654602,-0.773644506931305,-0.775204539299011,-0.791886448860168,-0.767772257328033,-0.82556688785553,-0.816793382167816,-0.845334827899933,-0.812617719173431,-0.69340193271637,-0.804650962352753,-0.941968441009521
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.39438994406772E-06,0.575183341190148,0.539669753188526,1.25882531840803,0.599498299671608,0.511220957154505,1.87349238167778,1.73118897497205,0.868036712018978,0.962586875552012,1.07990333031143,1.49572335207526,1.1838181536619,1.46277344571787,1.82742164668261,1.29390467487817,1.17767329101171,0.660551953898791,0.736559065111634,0.628688968391006,-0.286832290676438
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,2.31149918514424,3.678995747417,4.85859062814938,5.73706036145628,3.91106195534029,4.5242115050527,8.8914509106232,3.25423910998842,2.91692692067458,4.78444700693894
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,1.12678985497159,0.68022053736145,-0.0545952701160815,-3.68497685539259,2.32559828018989,-2.16041177422564,-3.6489098592902,0.84468159199173,0.606612624100549,-3.62202258510453,-1.62801355404956,2.79061243809868,4.29662336687659
American Samoa,ASM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.340780135,2.385321101,2.518982331,2.650036217,3.125325555,3.50365,3.77894,3.56805,3.68609,3.96001,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,210.9375,207.442748091603,202.357563850688,223.2,229.817444219067,218.146718146718,249.821428571429,161.333333333333,157.940663176265,157.543859649123,176.40625,173.824451410658,174.805598755832,162.407132243685
American Samoa,ASM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,2.05671216036268,1.96279569672393,1.87351717706436,1.77221674438368,1.63829370882346,1.07336821798259,0.347649330019057,0.015773561790571,-0.159602955841036,-0.268918950346124,-0.354388346392294,-0.43012341626739,-0.464054456743541,-0.509197909248079,-0.538813760911533,-0.541732698337665,-0.604780136721016,-0.742342325127959,-0.890369493241287,-1.00492136443654,-1.10585645130594
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.28,86.043,86.771,87.467,88.131,88.587,88.491,88.394,88.297,88.198,88.1,88,87.9,87.799,87.697,87.594,87.502,87.42,87.348,87.288,87.238
American Samoa,ASM,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,0.839596450328827,1.10941541194916,1.06922149658203,1.09091985225677,1.11797952651978,1.1250547170639,1.11120820045471,1.09095239639282,1.09636723995209,1.10143828392029,1.40731287002563,1.28552782535553
American Samoa,ASM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.8829592914651,4.53197827144704,7.86067895733267,2.11836793796665,3.57945484802578,3.56776571144128,7.84516813384302,3.51828473360374,4.03270748560267,1.09540001410325,1.18302768739022,1.95883002800001,-1.2896115123411,-7.38929878788132,-5.74648545856505,1.88988084312282,3.7495175357235,-3.80075429834201,-1.44394540350855,4.52989381717444,3.63079793724701
Andorra,AND,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,1.72616,5.18234,8.45207,13.3568,18.3653,22.6266,24.7584,27.3472,30.3596,33.1216,35.017,36.8833,39.017,42.5278
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.489257564,8.555349432,13.32364491,21.65649066,31.37613282,35.8423,44.6896,49.3038,74.6812,78.5281,83.3882,86.7048,77.559,76.8932,76.9466,81.1526,83.6224,83.1208,85.0214,89.8341,98.8389
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,1.53,3.05,6.89,7.64,10.5388,..,11.2605,13.5464,26.838,37.6058,48.9368,70.87,70.04,78.53,81,81,82.7,84.4,86.1,87.9
Andorra,AND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,82.6385192871094,83.0041580200195,79.7546005249023,86.0663299560547,85.2862777709961,82.7160491943359,82.462532043457,82.9412994384766,85.4886322021484,86.196891784668,87.2305068969727,86.7936096191406,88.978157043457,91.2962188720703
Andorra,AND,Population growth (annual %),SP.POP.GROW,-1.08930148717707,0.112591492472177,1.11281494023923,1.04857897159494,0.500412968697236,-0.038053198830509,0.253921086430399,0.988236936986141,4.38331242746588,6.73220754538658,4.08106927409514,2.7567571256705,2.83924882561682,1.95686286864098,0.469582600578118,-3.86696538756774,-3.68900236441521,-1.22756477898092,-2.15758099819573,-1.95667320426838,-2.14248382559065
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.661,93.425,93.18,92.927,92.666,92.395,92.056,91.641,91.207,90.751,90.285,89.807,89.308,89.004,88.912,88.819,88.726,88.631,88.537,88.441,88.345
Andorra,AND,Rule of Law: Estimate,RL.EST,..,1.15836250782013,..,1.17725396156311,..,1.28616547584534,..,1.22384059429169,1.05598330497742,1.1943244934082,0.966194272041321,0.855685830116272,1.16824507713318,1.1863876581192,1.21778512001038,1.19792461395264,1.3992737531662,1.40118777751923,1.40161538124084,1.63860523700714,1.51319181919098
Andorra,AND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,11.2224490340233,9.76893815229339,3.69291015107152,1.2453317264635,-1.13079877894916,-0.302928309232016,0.769184668379879,9.85780236264033,-0.545677504743708,7.03277266902487,10.9112436267704,7.51431491457519,9.82194382769093,7.04803548922715,-2.90228933630272,0.45432400635525,-0.473683326061277,4.40758705942397,0.990675718833643,0.981943967654047,-2.63070183214901
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,0.0372615,0.056308,0.0738786,0.0669202,0.064392,0.06531,0.0814699,0.0851575,0.323076,0.545394
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.01433269,0.02292929,0.04742069,0.063903735,0.151221568,0.159347,0.447836,0.807955,1.95054,3.9784,8.35159,15.2614,23.8782,31.3891,36.1789,40.3668,49.8515,50.7801,50.7735,51.7384,49.3097
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,0.000776,0.00567,0.0185,0.072,0.105046,0.136014,0.270377,0.370682,0.464815,1.14337,1.5,1.7,1.9,2.3,2.8,4.7,7.7,13,21.3623,22
Angola,AGO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,30.4931731253335,30.4511114121029,30.8936755014177,27.5565797901657,23.3007709224417,25.730579355956,30.804053314644,42.8208531628244,28.1973176920118,26.4243531675539,26.6675773725046,26.1429704757952,27.5004591988793,34.2024908297612
Angola,AGO,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,105.301742600149,103.901229551372,103.579947051466,106.590962129525,94.6251593320477,108.060067893978,121.364708453698,122.446144139295,104.123635308845,99.9825063313368,91.8000973419114,86.8119327587926,79.3329227828897,62.8885160890192
Angola,AGO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,11.8974800109863,11.7708902359009,13.3690700531006,15.0013399124146,16.1495990753174,..,..,..,..,..,22.7990207672119,24.3320198059082,28.2108038778932,29.6869517832747,..,..,..,..
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.33998873703717,3.3816089218138,3.39551504166387,3.34679546644871,3.29527663572252,3.31228746945312,3.35370941359163,3.40747615681454,3.49334277776736,3.59445752400652,3.64626893356444,3.68489201610335,3.74258021023639,3.77828976645524,3.80156187494836,3.85109824897149,3.8879459971363,3.88358355528674,3.84998068971631,3.73272806660513,3.60507162233632
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.169,45.346,46.525,47.71,48.897,50.087,51.274,52.461,53.645,54.827,56,56.764,57.524,58.282,59.034,59.783,60.528,61.268,62.002,62.731,63.446
Angola,AGO,Rule of Law: Estimate,RL.EST,..,-1.63046932220459,..,-1.52733862400055,..,-1.60150170326233,..,-1.63334381580353,-1.48285591602325,-1.52091634273529,-1.46479499340057,-1.31127274036407,-1.3751335144043,-1.37856388092041,-1.23628926277161,-1.27295327186584,-1.27705323696136,-1.30477690696716,-1.29094779491425,-1.07495403289795,-1.03065872192383
Angola,AGO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.52948883994992,2.39900196315229,5.38231611756009,17.1216116785351,40.1672485630423,9.62386615038711,24.0090757001341,11.4061919077418,20.0810144391158,9.32923929577731,-3.52665717856752,-0.072000996349673,-1.36876239523004,1.89631389674864,3.13666068307167,-3.85111149953586,-2.70487323645008,-1.14376777921662,-5.38013099536349,2.69000564690096,11.0813390258994
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,98.2241436573304,43.5421067519687,22.953513851394,13.3052101780032,12.2514974459487,12.4758291326398,13.7302839288409,14.4696564932577,13.4824679218511,10.2779049218839,8.77781429332625,7.2803873036112,9.35597215533781
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.24765118209551,4.42573962263424,3.33223171042644,2.76572360104406,1.94235195854947,4.43708445751554,-5.99992111346744,-0.235736724833515,4.91622766558386,4.64519467801469,5.28070690333209,11.3196408319242,7.84344693304287,-1.47076894898352,-13.2817680568047,-9.0794536101368,-3.10800074739414,2.27378133147778,-1.50846791062001,1.39120573166151,0.691094824520249
Antigua and Barbuda,ATG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,2.11131,7.28668,1.91182,2.77343,6.0136,19.0251,8.34388,6.94991,14.9782,17.7678,12.1151,11.1846
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,1.862517551,1.965795164,2.066912859,11.51433874,29.3678,32.8649,49.5963,59.1906,68.5984,108.025,136.689,137.547,164.743,160.295,196.871,203.873,145.979,129.858,135.235,196.848
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.2,2.86,3.48,4.07,5.3,6.48223,8.89929,12.5,17.2286,24.2665,27,30,34,38,42,47,52,58,63.4,67.78,70
Antigua and Barbuda,ATG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.546161057996,130.071549851721
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,80.2067489624023,..,..,..,..,..,..,112.227951049805,122.261581420898,118.682388305664,115.466743469238,116.185371398926,117.228363037109,..,115.270439147949,117.55770111084
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,1.99366754947741,2.06537047537748,2.04891111658493,1.89459540759207,1.71693315212405,1.67727282735622,1.53267318275276,1.25800968019549,1.09996203153919,1.06640091579038,1.12677248463423,1.23960018151071,1.35546842030699,1.46768441039016,1.50944003614049,1.35346888620455,1.17914352935743,1.06918387987395,0.917165517536032,0.792860528793727,0.722892009464778
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.961,33.59,33.221,32.855,32.49,32.127,31.74,31.098,30.464,29.837,29.218,28.606,28.002,27.405,26.818,26.238,25.703,25.526,25.35,25.175,25
Antigua and Barbuda,ATG,Rule of Law: Estimate,RL.EST,..,1.05084490776062,..,1.05356311798096,..,1.03490352630615,..,1.03455221652985,1.03794968128204,0.908433735370636,0.659244239330292,0.921211838722229,0.893503189086914,0.937939405441284,0.972667455673218,0.952869892120361,0.942094743251801,0.945719003677368,0.831786811351776,-0.175784200429916,0.553076863288879
Antigua and Barbuda,ATG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.11080115911358,2.84946119279263,3.12414899089231,2.88356475945282,6.1986568970332,10.7107628709911,16.6117778808366,10.345363435673,12.6796769914726,10.1893673033827,10.8186629996336,22.1475235171357,23.2994751710531,9.85935759677714,6.05699272043589,7.21860114712015,5.4088284644018,9.14709758740785,7.00759321793992,3.35554163274444,7.93223201859466
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,2.40765801293491,1.99353055152454,2.03007757853237,2.09875196709307,1.78778537419121,1.41605259409741,5.33380639820233,-0.550159995508911,3.37002540220151,3.45674967234604,3.37688044338876,1.05949782356172,1.08944157435359,0.968993458825594
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.10993598659498,4.20805017284493,6.80582114293425,2.63654066984506,-4.49306655170841,-1.90684139222867,-5.45263903304014,-11.8423138177008,7.71839038006088,7.92951713016532,7.73898107569444,6.94185160089025,7.93261011269163,3.00856892610517,-6.9103121153056,8.96819672899282,4.88127252804149,-2.0383253093713,1.39351266056681,-3.51326421042003,1.66091253843923
Argentina,ARG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,0.249835,0.389173,0.67366,1.3986,2.36307,3.99704,6.49728,7.70515,8.59391,9.75627,10.956,12.2115,14.6798,15.153,15.7689
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.160057586,1.884803688,5.609433289,7.371312411,10.50082052,17.4342,17.9185,17.2676,20.4096,34.8114,56.4973,79.5273,100.962,115.052,128.462,138.252,145.511,152.574,158.191,142.325,142.241
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0863,0.142,0.28,0.831,3.28,7.03868,9.78081,10.8821,11.9137,16.0367,17.7206,20.9272,25.9466,28.1126,34,45,51,55.8,59.9,64.7,68.0431
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.5004105114971,19.6238724452255,20.8260515469902,20.9707691548621,17.8629278753399,17.5334874363903,15.6259653308051,10.8539052402585,14.1469621012504,17.5512703642799,18.8882641376513,18.6804872364334,20.099113202908,19.5727758777106,16.0531123592112,17.7055338062046,18.39845891735,16.5019865298875,17.3057789012596,17.2628810064651,17.0707048841583
